CIAD,Uso,Código OACI,Nome,Município,UF,Município Servido,UF Servido,longitude,latitude,Altitude,Operação Diurna,Operação Noturna,Designação 1,Comprimento 1,Largura 1,Resistência 1,Superfície 1,Designação 2,Comprimento 2,Largura 2,Resistência 2,Superfície 2,Situação,Validade do Registro,Portaria de Registro,Link Portaria,AntesLongitude,AntesLatitude
AM0051,Privado,SWPC,Pari-Cachoeira,SÃO GABRIEL DA CACHOEIRA,Amazonas,,,-69.7955555555600,0.263055555555556,"115,00",VFR,Sem Operação,13/31,"1.200,00","30,00",2500 Kg / 0.50 MPa,Piçarra,,,,,,,10/06/2025,PA2015-1374,https://pergamum.anac.gov.br/arquivos/PA2015-1374.pdf,"069°47'44.0W""","00°15'47.0N"""
AM0052,Privado,SWQE,Querari,SÃO GABRIEL DA CACHOEIRA,Amazonas,,,-69.8338888888900,1.09138888888889,"150,00",VFR,Sem Operação,18/36,"850,00","30,00",2500 Kg / 0.50 MPa,Asfalto,,,,,,,20/08/2025,PA2015-1268,https://pergamum.anac.gov.br/arquivos/PA2015-1268.pdf,"069°50'02.0W""","01°05'29.0N"""
AM0053,Privado,SWSQ,São Joaquim,,,,,-69.3838888888900,1.73305555555556,"165,00",VFR,Sem Operação,10/28,"1.200,00","30,00",2500 Kg / 0.50 MPa,Asfalto,,,,,,,20/08/2025,PA2015-1266,https://pergamum.anac.gov.br/arquivos/PA2015-1266.pdf,"069°23'02.0W""","01°43'59.0N"""
AM0054,Privado,SWTR,Taraquá,SÃO GABRIEL DA CACHOEIRA,Amazonas,,,-68.5455555555600,0.124722222222222,"75,00",VFR,Sem Operação,02/20,"1.000,00","30,00",7/F/C/X/T,Terra,,,,,,,10/06/2025,PA2015-1375,https://pergamum.anac.gov.br/arquivos/PA2015-1375.pdf,"068°32'44.0W""","00°07'29.0N"""
AM0055,Privado,SWUK,Uapui-Cachoeira,SÃO GABRIEL DA CACHOEIRA,Amazonas,,,-69.2005555555600,1.21638888888889,"76,00",VFR,Sem Operação,18/36,"900,00","30,00",2500 Kg / 0.50 MPa,Piçarra,,,,,,,12/06/2025,PA2015-1415,https://pergamum.anac.gov.br/arquivos/PA2015-1415.pdf,"069°12'02.0W""","01°12'59.0N"""
AM0063,Privado,SNDJ,Pousada Sucunduri,BORBA,Amazonas,,,-59.5505555555600,-5.59333333333333,"49,00",VFR,Sem Operação,14/32,"1.200,00","20,00",5700 Kg / 0.50 MPa,Cascalho,,,,,,,22/07/2030,PA2020-1782,https://pergamum.anac.gov.br/arquivos/PA2020-1782.pdf,"059°33'02.0W""","05°35'36.0S"""
AM0088,Privado,SWIA,Antônio Costa da Silva,JURUÁ,Amazonas,,,-66.0575000000000,-3.48222222222222,"68,00",VFR,Sem Operação,04/22,"1.200,00","20,00",13/R/C/X/U,Concreto,,,,,,,05/12/2029,PA2019-3708,https://pergamum.anac.gov.br/arquivos/PA2019-3708.pdf,"066°03'27.0W""","03°28'56.0S"""
AM0089,Privado,SWLQ,Fazenda Mata Velha,MANICORÉ,Amazonas,,,-61.5633333333300,-7.90805555555556,"117,00",VFR,Sem Operação,15/33,"800,00","18,00",5700 Kg / 0.50 MPa,Cascalho,,,,,,,04/12/2029,PA2019-3668,https://pergamum.anac.gov.br/arquivos/PA2019-3668.pdf,"061°33'48.0W""","07°54'29.0S"""
AM0090,Privado,SNLM,Pousada Pirá-Açu,APUÍ,Amazonas,,,-60.3777777777800,-7.77055555555556,"96,00",VFR,Sem Operação,09/27,"1.100,00","18,00",5700 Kg / 0.50 MPa,Terra,,,,,,,20/11/2029,PA2019-3469,https://pergamum.anac.gov.br/arquivos/PA2019-3469.pdf,"060°22'40.0W""","07°46'14.0S"""
AM0091,Privado,SSSM,Matheus Lopes Maia da Silva,ITAMARATI,Amazonas,,,-68.2575000000000,-6.41555555555556,"119,00",VFR,Sem Operação,16/34,"1.200,00","20,00",13/R/C/X/U,Concreto,,,,,,,28/08/2029,PA2019-2524,https://pergamum.anac.gov.br/arquivos/PA2019-2524.pdf,"068°15'27.0W""","06°24'56.0S"""
AM0092,Privado,SJQV,Pousada Amazon Roosevelt,NOVO ARIPUANÃ,Amazonas,,,-60.6888888888900,-7.56972222222222,"53,00",VFR,,14/32,"1.300,00","20,00",5700 Kg / 0.50 MPa,Cascalho,,,,,,,,,,"060°41'20.0W""","07°34'11.0S"""
AM0097,Privado,,Cmte. Dr. Ricardo Stoppe Júnior,LÁBREA,Amazonas,,,-66.1319444444400,-8.9275,"159,00",VFR,Sem Operação,02/20,"1.200,00","20,00",5700 Kg / 0.50 MPa,Terra,,,,,,,26/03/2031,PA2021-4549,https://pergamum.anac.gov.br/arquivos/PA2021-4549.pdf,"066°07'55.0W""","08°55'39.0S"""
AM0098,Privado,,Governador José B. Lindoso,IPIXUNA,Amazonas,,,-71.6869444444400,-7.03444444444444,"164,00",VFR,Sem Operação,03/21,"800,00","20,00",8/R/B/X/U,Concreto,,,,,,,26/02/2031,PA2021-4236,https://pergamum.anac.gov.br/arquivos/PA2021-4236.pdf,"071°41'13.0W""","07°02'04.0S"""
AP0001,Público,SBMQ,Alberto Alcolumbre Internacional,MACAPÁ,Amapá,Macapá,Amapá,-51.0702777777800,0.0508333333333333,"17,00",VFR / IFR Não Precisão,VFR / IFR Não Precisão,08/26,"2.100,00","45,00",48/F/C/X/T,Asfalto,,,,,,Cadastrado,13/11/2027,PA2017-3680,https://pergamum.anac.gov.br/arquivos/PA2017-3680.pdf,"051°04'13.0W""","00°03'03.0N"""
AP0002,Público,SBOI,Oiapoque,OIAPOQUE,Amapá,Oiapoque,Amapá,-51.7961111111100,3.86138888888889,"19,00",,,03/21,"1.200,00","30,00",10/F/B/Y/U,Asfalto,,,,,,Cadastrado,,PD1984-0039,https://pergamum.anac.gov.br/arquivos/PD1984-0039.pdf,"051°47'46.0W""","03°51'41.0N"""
AP0003,Privado,SILJ,Do Gaúcho,LARANJAL DO JARI,Amapá,,,-52.5025000000000,-0.833333333333333,"41,00",VFR,Sem Operação,18/36,"850,00","20,00",5700 Kg / 0.50 MPa,Piçarra,,,,,,,26/07/2022,PA2012-1492,https://pergamum.anac.gov.br/arquivos/PA2012-1492.pdf,"052°30'09.0W""","00°50'00.0S"""
AP0004,Privado,SINQ,Laranjal,LARANJAL DO JARI,Amapá,,,-52.4880555555600,-0.789166666666667,"70,00",VFR,Sem Operação,03/21,"750,00","18,00",3000 Kg / 0.50 MPa,Cascalho,,,,,,,31/07/2024,PA2016-2526,https://pergamum.anac.gov.br/arquivos/PA2016-2526.pdf,"052°29'17.0W""","00°47'21.0S"""
AP0005,Privado,SISM,Sérgio Miranda,MACAPÁ,Amapá,,,-51.1494444444400,0.0402777777777778,"19,00",VFR,Sem Operação,08/26,"580,00","18,00",2100 Kg / 0.50 MPa,Piçarra,,,,,,,17/02/2026,PA2016-0298,https://pergamum.anac.gov.br/arquivos/PA2016-0298.pdf,"051°08'58.0W""","00°02'25.0N"""
AP0006,Privado,SJKI,Hangar Comandante Salomão Alcolumbre,MACAPÁ,Amapá,,,-51.0127777777800,0.208888888888889,"20,00",VFR,Sem Operação,11/29,"1.100,00","20,00",5700 Kg / 0.50 MPa,Piçarra,,,,,,,23/03/2031,PA2021-4463,https://pergamum.anac.gov.br/arquivos/PA2021-4463.pdf,"051°00'46.0W""","00°12'32.0N"""
AP0007,Privado,SJNR,Fazenda Rosário,,,,,-49.9050000000000,1.085,"12,00",VFR,Sem Operação,08/26,"600,00","18,00",1543 Kg / 0.50 MPa,Concreto,,,,,,,10/10/2026,PA2016-2720,https://pergamum.anac.gov.br/arquivos/PA2016-2720.pdf,"049°54'18.0W""","01°05'06.0N"""
AP0008,Privado,SNKV,Fazenda Campo Verde,CUTIAS,Amapá,,,-50.5169722222200,1.04277777777778,"15,00",VFR,Sem Operação,07/25,"510,00","18,00",2000 Kg / 0.50 MPa,Cascalho,,,,,,,20/11/2024,PA2014-2724,https://pergamum.anac.gov.br/arquivos/PA2014-2724.pdf,"050°31'01.1W""","01°02'34.0N"""
AP0009,Privado,SNXE,Aero Z Ferrus,FERREIRA GOMES,Amapá,,,-51.1208333333300,0.993333333333333,"73,00",VFR,Sem Operação,05/23,"1.000,00","18,00",5700 Kg / 0.50 MPa,Piçarra,,,,,,,20/12/2021,PA2011-2469,https://pergamum.anac.gov.br/arquivos/PA2011-2469.pdf,"051°07'15.0W""","00°59'36.0N"""
AP0010,Privado,SSDY,Alegria Alcolumbre,MACAPÁ,Amapá,,,-50.6519444444400,0.840833333333333,"23,00",VFR,Sem Operação,14/32,"900,00","18,00",2500 Kg / 0.50 MPa,Piçarra,,,,,,,25/05/2026,PA2016-1272,https://pergamum.anac.gov.br/arquivos/PA2016-1272.pdf,"050°39'07.0W""","00°50'27.0N"""
AP0011,Privado,SSTQ,Silvestre,PEDRA BRANCA DO AMAPARI,Amapá,,,-51.9073055555600,0.849805555555556,"116,00",VFR,Sem Operação,05/23,"1.020,00","20,00",5700 Kg / 0.50 MPa,Terra,,,,,,,07/11/2024,PA2014-2626,https://pergamum.anac.gov.br/arquivos/PA2014-2626.pdf,"051°54'26.3W""","00°50'59.3N"""
AP0013,Privado,SNMS,Acácio Favacho,PRACUÚBA,Amapá,,,-50.7708333333300,1.56055555555556,"11,00",VFR,Sem Operação,18/36,"1.000,00","18,00",3000 Kg / 0.50 MPa,Cascalho,,,,,,,31/08/2030,PA2020-1930,https://pergamum.anac.gov.br/arquivos/PA2020-1930.pdf,"050°46'15.0W""","01°33'38.0N"""
AP0014,Privado,SWQJ,COOMEJ,ALMEIRIM,Pará,,,-52.9498611111100,-0.101805555555556,"100,00",VFR,Sem Operação,17/35,"1.000,00","50,00",5700 Kg / 0.50 MPa,Terra,,,,,,,23/09/2030,PA2020-2427,https://pergamum.anac.gov.br/arquivos/PA2020-2427.pdf,"052°56'59.5W""","00°06'06.5S"""
BA0001,Público,SBSV,Deputado Luis Eduardo Magalhães-Intl,SALVADOR,Bahia,Salvador,Bahia,-38.3225000000000,-12.9086111111111,"20,00",VFR / IFR - CAT I,,10/28,"3.003,00","45,00",104/F/B/X/T,Asfalto,10/28,"3003,0000","45,00",73/F/A/W/T,Asfalto,Cadastrado,04/06/2024,PA2014-1258,https://pergamum.anac.gov.br/arquivos/PA2014-1258.pdf,"038°19'21.0W""","12°54'31.0S"""
BA0002,Público,SBPS,Porto Seguro,PORTO SEGURO,Bahia,Porto Seguro,Bahia,-39.0777777777800,-16.4380555555556,"51,00",VFR / IFR Não Precisão,VFR / IFR Não Precisão,10/28,"2.000,00","45,00",44/R/B/X/T,Asfalto,,,,,,Cadastrado,,PD1998-0299,https://pergamum.anac.gov.br/arquivos/PD1998-0299.pdf,"039°04'40.0W""","16°26'17.0S"""
BA0004,Público,SBIL,Bahia - Jorge Amado,ILHÉUS,Bahia,Ilhéus,Bahia,-39.0333333333300,-14.815,"4,00",VFR,VFR,11/29,"1.577,00","45,00",50/F/B/X/T,Asfalto,,,,,,Cadastrado,23/09/2030,PA2020-2422,https://pergamum.anac.gov.br/arquivos/PA2020-2422.pdf,"039°02'00.0W""","14°48'54.0S"""
BA0005,Público,SBVC,Glauber de Andrade Rocha,VITÓRIA DA CONQUISTA,Bahia,Vitória da Conquista,Bahia,-40.9147222222200,-14.9077777777778,"896,00",VFR / IFR Não Precisão,VFR / IFR Não Precisão,15/33,"2.100,00","45,00",44/F/B/X/T,Asfalto,,,,,,Cadastrado,26/12/2027,PA2019-2438,https://pergamum.anac.gov.br/arquivos/PA2019-2438.pdf,"040°54'53.0W""","14°54'28.0S"""
BA0006,Público,SBLE,Horácio de Matos,LENÇÓIS,Bahia,Lençóis,Bahia,-41.2769444444400,-12.4822222222222,"506,00",VFR,VFR,14/32,"2.082,00","30,00",44/R/A/W/T,Asfalto,,,,,,Cadastrado,29/10/2025,PA2015-2870,https://pergamum.anac.gov.br/arquivos/PA2015-2870.pdf,"041°16'37.0W""","12°28'56.0S"""
BA0007,Público,SBUF,Paulo Afonso,PAULO AFONSO,Bahia,Paulo Afonso,Bahia,-38.2511111111100,-9.40111111111111,"269,00",VFR,VFR,14/32,"1.800,00","45,00",35/F/C/X/U,Asfalto,,,,,,Cadastrado,29/10/2025,PA2015-2868,https://pergamum.anac.gov.br/arquivos/PA2015-2868.pdf,"038°15'04.0W""","09°24'04.0S"""
BA0008,Público,SNVB,Valença,VALENÇA,Bahia,Valença,Bahia,-38.9925000000000,-13.2963888888889,"5,00",VFR,VFR,04/22,"1.800,00","30,00",55/F/B/X/T,Asfalto,,,,,,Cadastrado,22/11/2025,PA2015-3090,https://pergamum.anac.gov.br/arquivos/PA2015-3090.pdf,"038°59'33.0W""","13°17'47.0S"""
BA0009,Público,SNGI,Aeródromo de Guanambi,GUANAMBI,Bahia,Guanambi,Bahia,-42.7461111111100,-14.2080555555556,"553,00",VFR,VFR,14/32,"1.700,00","30,00",18/F/A/Y/T,Asfalto,,,,,,Cadastrado,08/07/2025,PA2015-1765,https://pergamum.anac.gov.br/arquivos/PA2015-1765.pdf,"042°44'46.0W""","14°12'29.0S"""
BA0010,Público,SNIO,Cipó,CIPÓ,Bahia,Cipó,Bahia,-38.4869444444400,-11.1252777777778,"223,00",VFR,,13/31,"1.620,00","27,00",4/F/B/Y/U,Asfalto,,,,,,Cadastrado,05/08/2025,PA2015-2097,https://pergamum.anac.gov.br/arquivos/PA2015-2097.pdf,"038°29'13.0W""","11°07'31.0S"""
BA0011,Público,SNBR,Barreiras,BARREIRAS,Bahia,Barreiras,Bahia,-45.0094444444400,-12.0791666666667,"748,00",VFR,VFR,08/26,"1.600,00","30,00",35/F/A/X/T,Asfalto,,,,,,Cadastrado,17/09/2024,PA2014-2208,https://pergamum.anac.gov.br/arquivos/PA2014-2208.pdf,"045°00'34.0W""","12°04'45.0S"""
BA0012,Público,SSCV,Caravelas,CARAVELAS,Bahia,Caravelas,Bahia,-39.2544444444400,-17.6505555555556,"11,00",VFR,Sem Operação,18/36,"1.150,00","45,00",32/F/C/X/U,Asfalto,06/24,"1530,0000","45,00",32/F/C/X/U,Asfalto,Cadastrado,08/01/2026,PA2019-0507,https://pergamum.anac.gov.br/arquivos/PA2019-0507.pdf,"039°15'16.0W""","17°39'02.0S"""
BA0013,Público,SDIY,João Durval Carneiro,FEIRA DE SANTANA,Bahia,Feira de Santana,Bahia,-38.9063888888900,-12.2005555555556,"238,00",VFR,VFR,13/31,"1.500,00","30,00",30/F/A/X/T,Asfalto,,,,,,Cadastrado,11/11/2014,PA2019-0627,https://pergamum.anac.gov.br/arquivos/PA2019-0627.pdf,"038°54'23.0W""","12°12'02.0S"""
BA0014,Privado,SNYT,Ituaçu,ITUAÇU,Bahia,,,-41.3022222222200,-13.8286111111111,"535,00",VFR,,03/21,"1.500,00","30,00",10/F/B/Y/U,Asfalto,,,,,,,02/02/2031,PA2020-4052,https://pergamum.anac.gov.br/arquivos/PA2020-4052.pdf,"041°18'08.0W""","13°49'43.0S"""
BA0015,Privado,SSRK,Campo Alegre de Lourdes,CAMPO ALEGRE DE LOURDES,Bahia,,,-42.9958333333300,-9.51361111111111,"489,00",VFR,,11/29,"1.500,00","21,00",8/F/B/Y/U,Asfalto,,,,,,,02/01/2031,,,"042°59'45.0W""","09°30'49.0S"""
BA0016,Público,SNTF,Teixeira de Freitas,TEIXEIRA DE FREITAS,Bahia,Teixeira de Freitas,Bahia,-39.6683333333300,-17.5244444444444,"105,00",VFR,VFR,11/29,"1.460,00","30,00",31/F/A/X/T,Asfalto,,,,,,Cadastrado,12/08/2024,PA2014-1877,https://pergamum.anac.gov.br/arquivos/PA2014-1877.pdf,"039°40'06.0W""","17°31'28.0S"""
BA0017,Privado,SNUT,Utinga,UTINGA,Bahia,,,-41.0744444444400,-12.1055555555556,"598,00",VFR,Sem Operação,06/24,"1.420,00","20,00",8/F/C/Y/U,Asfalto,,,,,,,,,,"041°04'28.0W""","12°06'20.0S"""
BA0018,Público,SNXQ,Xique-Xique,XIQUE-XIQUE,Bahia,Xique-Xique,Bahia,-42.6833333333300,-10.8341666666667,"427,00",VFR,,13/31,"1.420,00","20,00",8/F/C/Y/U,Asfalto,,,,,,Cadastrado,17/09/2024,PA2014-2207,https://pergamum.anac.gov.br/arquivos/PA2014-2207.pdf,"042°41'00.0W""","10°50'03.0S"""
BA0019,Público,SNIC,Irecê,IRECÊ,Bahia,Irecê,Bahia,-41.8469444444400,-11.34,"784,00",VFR,VFR,11/29,"1.400,00","30,00",5700 Kg / 0.50 MPa,Asfalto,,,,,,Cadastrado,20/05/2030,PA2020-1299,https://pergamum.anac.gov.br/arquivos/PA2020-1299.pdf,"041°50'49.0W""","11°20'24.0S"""
BA0020,Público,SNIE,Caetité,CAETITÉ,Bahia,Caetité,Bahia,-42.4938888888900,-14.0122222222222,"976,00",VFR,,10/28,"1.365,00","20,00",12/F/C/Y/U,Asfalto,,,,,,Cadastrado,17/12/2025,PA2015-3332,https://pergamum.anac.gov.br/arquivos/PA2015-3332.pdf,"042°29'38.0W""","14°00'44.0S"""
BA0021,Privado,SNPI,De Piatã,PIATÃ,Bahia,,,-41.7719444444400,-13.1655555555556,"1.267,00",VFR,Sem Operação,01/19,"1.350,00","25,00",10/F/C/Y/U,Cascalho,,,,,,,11/02/2031,PA2021-4092,https://pergamum.anac.gov.br/arquivos/PA2021-4092.pdf,"041°46'19.0W""","13°09'56.0S"""
BA0022,Público,SNRM,Remanso,REMANSO,Bahia,Remanso,Bahia,-42.1158333333300,-9.58,"405,00",VFR,,11/29,"1.350,00","30,00",8/F/C/Y/U,Asfalto,,,,,,Cadastrado,26/02/2026,PA2016-0401,https://pergamum.anac.gov.br/arquivos/PA2016-0401.pdf,"042°06'57.0W""","09°34'48.0S"""
BA0023,Público,SNED,Sócrates Rezende,CANAVIEIRAS,Bahia,Canavieiras,Bahia,-38.9552777777800,-15.6663888888889,"6,00",VFR,,14/32,"1.340,00","30,00",5700 Kg / 0.50 MPa,Asfalto,,,,,,Interditado,26/04/2027,PA2017-1349,https://pergamum.anac.gov.br/arquivos/PA2017-1349.pdf,"038°57'19.0W""","15°39'59.0S"""
BA0025,Público,SDKJ,Formosa do Rio Preto,FORMOSA DO RIO PRETO,Bahia,Formosa do Rio Preto,Bahia,-45.1872222222200,-11.0211111111111,"511,00",VFR,Sem Operação,13/31,"1.320,00","18,50",10/F/B/Y/U,Asfalto,,,,,,Cadastrado,29/10/2025,PA2015-2866,https://pergamum.anac.gov.br/arquivos/PA2015-2866.pdf,"045°11'14.0W""","11°01'16.0S"""
BA0027,Público,SDKF,Juazeiro,JUAZEIRO,Bahia,Curaçá,Bahia,-40.0916666666700,-9.15527777777778,"392,00",VFR,Sem Operação,18/36,"1.300,00","22,00",12/F/B/Y/U,Asfalto,,,,,,Cadastrado,17/12/2025,PA2015-3337,https://pergamum.anac.gov.br/arquivos/PA2015-3337.pdf,"040°05'30.0W""","09°09'19.0S"""
BA0028,Público,SNBX,Barra,BARRA,Bahia,Barra,Bahia,-43.1475000000000,-11.0811111111111,"389,00",VFR,,06/24,"1.300,00","20,00",10/F/B/X/U,Asfalto,,,,,,Cadastrado,15/03/2026,PA2016-0574,https://pergamum.anac.gov.br/arquivos/PA2016-0574.pdf,"043°08'51.0W""","11°04'52.0S"""
BA0029,Privado,SNGT,Gentio do Ouro,GENTIO DO OURO,Bahia,,,-42.5188888888900,-11.4416666666667,"1.082,00",VFR,Sem Operação,06/24,"1.300,00","29,00",10/F/B/Y/U,Asfalto,,,,,,,11/02/2031,PA2021-4090,https://pergamum.anac.gov.br/arquivos/PA2021-4090.pdf,"042°31'08.0W""","11°26'30.0S"""
BA0030,Público,SNIU,Ipiaú,IPIAÚ,Bahia,Ipiaú,Bahia,-39.6841666666700,-14.1733333333333,"132,00",VFR,,15/33,"1.300,00","20,00",6/F/C/Z/U,Asfalto,,,,,,Cadastrado,08/10/2024,PA2014-2365,https://pergamum.anac.gov.br/arquivos/PA2014-2365.pdf,"039°41'03.0W""","14°10'24.0S"""
BA0031,Público,SNMJ,Maracás,MARACÁS,Bahia,Maracás,Bahia,-40.4661111111100,-13.3861111111111,"962,00",VFR,,07/25,"1.300,00","20,00",5700 Kg / 0.50 MPa,Asfalto,,,,,,Cadastrado,16/06/2024,PA2014-1386,https://pergamum.anac.gov.br/arquivos/PA2014-1386.pdf,"040°27'58.0W""","13°23'10.0S"""
BA0032,Público,SNQU,Mucugê,MUCUGÊ,Bahia,Mucugê,Bahia,-41.4444444444400,-13.0316666666667,"1.056,00",VFR,,07/25,"1.300,00","19,00",6/F/C/Z/U,Asfalto,,,,,,Interditado,17/12/2025,PA2015-3333,https://pergamum.anac.gov.br/arquivos/PA2015-3333.pdf,"041°26'40.0W""","13°01'54.0S"""
BA0033,Privado,SSQZ,Mimoso do Oeste,LUÍS EDUARDO MAGALHÃES,Bahia,,,-45.8950000000000,-12.1063888888889,"775,00",VFR,,10/28,"1.300,00","28,00",10/F/B/Y/U,Asfalto,,,,,,,11/02/2031,PA2021-4068,https://pergamum.anac.gov.br/arquivos/PA2021-4068.pdf,"045°53'42.0W""","12°06'23.0S"""
BA0034,Público,SSRF,Castro Alves,CASTRO ALVES,Bahia,Castro Alves,Bahia,-39.4511111111100,-12.7658333333333,"261,00",VFR,Sem Operação,13/31,"1.300,00","21,00",8/F/C/Y/U,Cascalho,,,,,,Cadastrado,01/03/2028,PA2018-0664,https://pergamum.anac.gov.br/arquivos/PA2018-0664.pdf,"039°27'04.0W""","12°45'57.0S"""
BA0035,Privado,SSLS,Aeródromo Público de Ruy Barbosa,RUY BARBOSA,Bahia,,,-40.5302777777800,-12.2713888888889,"404,00",VFR,,13/31,"1.268,00","22,00",5700 Kg / 0.60 MPa,Asfalto,,,,,,,11/02/2031,PA2021-4095,https://pergamum.anac.gov.br/arquivos/PA2021-4095.pdf,"040°31'49.0W""","12°16'17.0S"""
BA0036,Público,SNTR,Piritiba,PIRITIBA,Bahia,Piritiba,Bahia,-40.5697222222200,-11.7380555555556,"585,00",VFR,,10/28,"1.227,00","25,00",8/F/B/Y/U,Asfalto,,,,,,Cadastrado,17/12/2025,PA2015-3336,https://pergamum.anac.gov.br/arquivos/PA2015-3336.pdf,"040°34'11.0W""","11°44'17.0S"""
BA0037,Público,SBLP,Bom Jesus da Lapa,BOM JESUS DA LAPA,Bahia,Bom Jesus da Lapa,Bahia,-43.4075000000000,-13.2613888888889,"443,00",,,18/36,"1.211,00","30,00",9/F/C/Y/U,Asfalto,,,,,,Cadastrado,,,,"043°24'27.0W""","13°15'41.0S"""
BA0040,Público,SDLK,Caculé,CACULÉ,Bahia,Caculé,Bahia,-42.2647222222200,-14.4811111111111,"662,00",VFR,Sem Operação,13/31,"1.200,00","20,00",8/F/B/Y/U,Asfalto,,,,,,Cadastrado,05/02/2026,PA2016-0240,https://pergamum.anac.gov.br/arquivos/PA2016-0240.pdf,"042°15'53.0W""","14°28'52.0S"""
BA0041,Privado,,de Belmonte,BELMONTE,Bahia,,,-38.8722222222200,-15.8722222222222,"3,00",VFR,Sem Operação,04/22,"1.075,00","30,00",8/F/C/Y/U,Cascalho,,,,,,,05/03/2031,PA2021-4346,https://pergamum.anac.gov.br/arquivos/PA2021-4346.pdf,"038°52'20.0W""","15°52'20.0S"""
BA0042,Público,SNBZ,Paramirim,PARAMIRIM,Bahia,Paramirim,Bahia,-42.2291666666700,-13.4905555555556,"639,00",VFR,,18/36,"1.179,00","25,00",5700 Kg / 0.50 MPa,Cascalho,,,,,,Interditado,23/06/2030,PA2020-1558,https://pergamum.anac.gov.br/arquivos/PA2020-1558.pdf,"042°13'45.0W""","13°29'26.0S"""
BA0045,Público,SNIB,Itaberaba,ITABERABA,Bahia,Itaberaba,Bahia,-40.2702777777800,-12.4997222222222,"283,00",VFR,,14/32,"1.100,00","30,00",8/F/C/Y/U,Asfalto,,,,,,Cadastrado,20/04/2028,PA2018-1228,https://pergamum.anac.gov.br/arquivos/PA2018-1228.pdf,"040°16'13.0W""","12°29'59.0S"""
BA0046,Público,SNIT,Ibotirama,IBOTIRAMA,Bahia,Ibotirama,Bahia,-43.2255555555600,-12.1644444444444,"422,00",VFR,Sem Operação,16/34,"1.100,00","20,00",6/F/C/Y/U,Asfalto,,,,,,Cadastrado,11/01/2029,PA2019-0063,https://pergamum.anac.gov.br/arquivos/PA2019-0063.pdf,"043°13'32.0W""","12°09'52.0S"""
BA0047,Público,SNJK,Jequié,JEQUIÉ,Bahia,Jequié,Bahia,-40.0713888888900,-13.8777777777778,"197,00",VFR,Sem Operação,14/32,"1.200,00","29,00",8/F/C/Y/U,Asfalto,,,,,,Cadastrado,18/11/2024,PA2014-2695,https://pergamum.anac.gov.br/arquivos/PA2014-2695.pdf,"040°04'17.0W""","13°52'40.0S"""
BA0048,Público,SNRD,Prado,PRADO,Bahia,Prado,Bahia,-39.2719444444400,-17.2969444444444,"27,00",VFR,,11/29,"1.081,00","30,00",8/F/C/Y/U,Asfalto,,,,,,Cadastrado,17/04/2028,PA2018-1208,https://pergamum.anac.gov.br/arquivos/PA2018-1208.pdf,"039°16'19.0W""","17°17'49.0S"""
BA0049,Público,SNST,Souto Soares,SOUTO SOARES,Bahia,Souto Soares,Bahia,-41.6405555555600,-12.0972222222222,"816,00",VFR,,17/35,"1.200,00","20,00",8/F/C/Y/U,Asfalto,,,,,,Cadastrado,17/12/2025,PA2015-3334,https://pergamum.anac.gov.br/arquivos/PA2015-3334.pdf,"041°38'26.0W""","12°05'50.0S"""
BA0050,Público,SNVD,Santa Maria da Vitória,SANTA MARIA DA VITÓRIA,Bahia,Santa Maria da Vitória,Bahia,-44.2230555555600,-13.4047222222222,"465,00",VFR,,10/28,"1.200,00","30,00",8/F/C/Y/U,Asfalto,,,,,,Cadastrado,28/07/2024,PA2014-1706,https://pergamum.anac.gov.br/arquivos/PA2014-1706.pdf,"044°13'23.0W""","13°24'17.0S"""
BA0051,Privado,SNTY,Correntina,CORRENTINA,Bahia,,,-44.6219444444400,-13.38,"667,00",VFR,Sem Operação,13/31,"1.200,00","24,00",8/F/C/Y/U,Asfalto,,,,,,,09/03/2031,PA2021-4385,https://pergamum.anac.gov.br/arquivos/PA2021-4385.pdf,"044°37'19.0W""","13°22'48.0S"""
BA0053,Público,SNTQ,Buritirama,BURITIRAMA,Bahia,Buritirama,Bahia,-43.6536111111100,-10.7216666666667,"499,00",VFR,,11/29,"1.102,00","29,00",5700 Kg / 0.50 MPa,Piçarra,,,,,,Cadastrado,30/10/2025,PA2015-2911,https://pergamum.anac.gov.br/arquivos/PA2015-2911.pdf,"043°39'13.0W""","10°43'18.0S"""
BA0054,Público,SDFX,Casa Nova,CASA NOVA,Bahia,Casa Nova,Bahia,-40.9375000000000,-9.1575,"405,00",VFR,,12/30,"1.100,00","20,00",10/F/B/Y/U,Asfalto,,,,,,Cadastrado,10/03/2026,PA2016-0532,https://pergamum.anac.gov.br/arquivos/PA2016-0532.pdf,"040°56'15.0W""","09°09'27.0S"""
BA0056,Público,SNSE,Sento Sé,SENTO SÉ,Bahia,Sento Sé,Bahia,-41.8550000000000,-9.7575,"398,00",VFR,,15/33,"1.100,00","25,00",10/F/B/Y/U,Cascalho,,,,,,Cadastrado,28/07/2024,PA2014-1707,https://pergamum.anac.gov.br/arquivos/PA2014-1707.pdf,"041°51'18.0W""","09°45'27.0S"""
BA0057,Público,SNIP,Itapetinga,ITAPETINGA,Bahia,Itapetinga,Bahia,-40.2772222222200,-15.2444444444444,"270,00",VFR,,11/29,"1.060,00","29,00",8/F/C/Y/U,Asfalto,,,,,,Cadastrado,08/10/2024,PA2014-2366,https://pergamum.anac.gov.br/arquivos/PA2014-2366.pdf,"040°16'38.0W""","15°14'40.0S"""
